pid	term	grp	duration
379342	201350	Transferred Out	1
379342	201430	Transferred Out	1
379342	201440	Transferred Out	1
379342	201450	Transferred Out	1
379342	201530	Transferred Out	1
379342	201540	Transferred Out	1
379342	201550	Transferred Out	1
379342	201630	Transferred Out	1
379342	201640	Transferred Out	1
379342	201650	Transferred Out	1
379342	201730	Transferred Out	1
379342	201740	Transferred Out	1
379342	201750	Transferred Out	1
379342	201830	Transferred Out	1
379342	201840	Transferred Out	1
379342	201850	Transferred Out	1
379342	201930	Transferred Out	1
379342	201940	Transferred Out	1
379342	201950	Transferred Out	1
379342	202030	Transferred Out	1
379342	202040	Transferred Out	1
379342	202050	Transferred Out	1
379342	202130	Transferred Out	1
379342	202140	Transferred Out	1
383710	start	Starting Cohort	1
383710	201150	Freshman	1
383710	201230	Junior	1
383710	201240	Junior	1
383710	201250	Senior	1
383710	201330	Sabbatical	1
383710	201340	Senior	1
383710	201350	Senior	1
383710	201430	Senior	1
383710	201440	Sabbatical	1
383710	201450	Sabbatical	1
383710	201530	Senior	1
383710	201540	Sabbatical	1
383710	201550	Sabbatical	1
383710	201630	Sabbatical	1
383710	201640	Sabbatical	1
383710	201650	Sabbatical	1
383710	201730	Sabbatical	1
383710	201740	Graduated	1
383710	201750	Graduated	1
383710	201830	Graduated	1
383710	201840	Graduated	1
383710	201850	Graduated	1
383710	201930	Graduated	1
383710	201940	Graduated	1
383710	201950	Graduated	1
383710	202030	Graduated	1
383710	202040	Graduated	1
383710	202050	Graduated	1
383710	202130	Graduated	1
